fecha_publicacion,candidato,titulo_video,vistas,likes,comentarios,suscriptores_canal,engagement_rate,engagement_por_1000
2025-09-24,Gustavo Bolívar,Yo no pierdo mi coherencia. Mi compromiso es con el pueblo que creyó en el proyecto del Cambio.,2115,99,12,256000,4.68,0.43
2025-09-24,Gustavo Bolívar,Sobre Quintero ,4006,625,233,256000,15.6,3.35
2025-09-22,Gustavo Bolívar,Un debate ético pendiente ,9497,890,329,256000,9.37,4.76
2025-09-22,Gustavo Bolívar,¡Gracias Manizales! #DatoMataRelato  ¡volveremos a ganar!,2895,372,21,256000,12.85,1.54
2025-09-22,Gustavo Bolívar,¡Gracias Tolima! ¡Volveremos a ganar!,3721,190,8,256000,5.11,0.77
2025-09-20,Gustavo Bolívar,| Gustavo Bolívar en Manizales,2257,368,37,256000,16.3,1.58
2025-09-19,Gustavo Bolívar,¿Por qué la JEP no condena generales?,3993,476,14,256000,11.92,1.91
2025-09-19,Gustavo Bolívar,| Gustavo Bolívar en Ibagué,4216,598,74,256000,14.18,2.62
2025-09-18,Gustavo Bolívar,La campaña Quintero miente,4098,459,64,256000,11.2,2.04
2025-09-17,Gustavo Bolívar,Al Pacto Histórico le acaban de entregar una Personería Jurídica envenenada. | Gustavo Bolívar,6299,631,98,256000,10.02,2.85
2025-09-15,Gustavo Bolívar,| Gustavo Bolívar en Apartadó,6968,163,17,256000,2.34,0.7
2025-09-14,Gustavo Bolívar,| Gustavo Bolívar en Necoclí. ¡Defendamos el Cambio!,7811,57,6,256000,0.73,0.25
2025-09-14,Gustavo Bolívar,| Gustavo Bolívar en Carepa 2.0,7705,79,10,256000,1.03,0.35
2025-09-14,Gustavo Bolívar,| Gustavo Bolívar en Carepa,2759,174,18,256000,6.31,0.75
2025-09-14,Gustavo Bolívar,Al gobierno estadounidense,4890,512,45,256000,10.47,2.18
2025-09-13,Gustavo Bolívar,| Gustavo Bolívar en Montería,4929,335,51,256000,6.8,1.51
2025-09-13,Gustavo Bolívar,Chantaje descarado,6688,606,58,256000,9.06,2.59
2025-09-12,Gustavo Bolívar,| Gustavo Bolívar en Sincelejo,2520,197,14,256000,7.82,0.82
2025-09-10,Gustavo Bolívar,| Gustavo Bolívar - Cartagena junto a las madres comunitarias,2322,107,3,256000,4.61,0.43
2025-09-07,Gustavo Bolívar,Diálogo con la diáspora,1614,309,15,256000,19.14,1.27
2025-09-06,Gustavo Bolívar,| Gustavo Bolívar en San Andrés. ¡Volvamos a Ganar!,3207,546,37,256000,17.03,2.28
2025-09-05,Gustavo Bolívar,| Gustavo Bolívar en Valledupar,1676,278,0,256000,16.59,1.09
2025-09-02,Gustavo Bolívar,Defensores del Cambio desde Cúcuta - Gustavo Bolívar,64837,430,37,256000,0.66,1.82
2025-08-23,Gustavo Bolívar,Carolina y Gustavo hablando del proceso de inscripción en el Pacto Histórico,11095,1461,174,256000,13.17,6.39
2025-08-22,Gustavo Bolívar,Sobre los atentados terroristas en Antioquía y Cali ,23367,2584,750,256000,11.06,13.02
2025-08-21,Gustavo Bolívar,Colombia Potencia Pesquera Mundial ,4095,642,94,256000,15.68,2.88
2025-08-20,Gustavo Bolívar,#Uribe: Libre pero no inocente.,17469,817,281,256000,4.68,4.29
2025-08-18,Gustavo Bolívar,Uribe en el país de las bellezas,24749,1228,151,256000,4.96,5.39
2025-08-16,Gustavo Bolívar,Corcho y bolivar aclaran dudas sobre consulta,18457,2607,461,256000,14.12,11.98
2025-08-15,Gustavo Bolívar,Dije a EEUU la verdad sobre asesinato de Miguel Uribe y la condena de Alvaro Uribe.,179944,14144,2879,256000,7.86,66.5
2025-08-12,Gustavo Bolívar,| Gustavo Bolívar,4389,416,55,256000,9.48,1.84
2025-08-10,Gustavo Bolívar,Los extremos se juntan. #AmorYRespeto,6439,839,95,256000,13.03,3.65
2025-08-08,Gustavo Bolívar,| Gustavo Bolívar,3132,482,38,256000,15.39,2.03
2025-08-02,Gustavo Bolívar,Audiencia de SENTENCIA contra ÁLVARO URIBE VÉLEZ | Gustavo Bolívar,5520,741,7,256000,13.42,2.92
2025-07-29,Gustavo Bolívar,Veredicto: #Uribe culpable.,12107,1017,78,256000,8.4,4.28
2025-07-29,Gustavo Bolívar,Uribe Culpable. ,43800,4432,699,256000,10.12,20.04
2025-07-22,Gustavo Bolívar,Bolivar Presidente ,9274,1269,362,256000,13.68,6.37
2025-07-08,Gustavo Bolívar,Dato mata relato,5757,922,124,256000,16.02,4.09
2025-07-08,Gustavo Bolívar,Análisis encuesta Guarumo,20746,2040,405,256000,9.83,9.55
2025-07-07,Gustavo Bolívar,Tips de economía #1,12003,1816,186,256000,15.13,7.82
2025-07-02,Gustavo Bolívar,Así se orquestó el golpe de Estado al presidente Petro,61900,7364,1167,256000,11.9,33.32
2025-06-30,Gustavo Bolívar,por la Paz hasta el último aliento.,1524,304,30,256000,19.95,1.3
2025-06-30,Gustavo Bolívar,Douglas y Pesebre en tarima,8192,1498,133,256000,18.29,6.37
2025-06-30,Gustavo Bolívar,El golpe de Estado,17418,2744,25,256000,15.75,10.82
2025-06-28,Gustavo Bolívar,Nada que bajan las tasas de interés,6466,846,56,256000,13.08,3.52
2025-06-24,Gustavo Bolívar,23 de junio de 2025,4638,573,61,256000,12.35,2.48
2025-06-24,Gustavo Bolívar,¿Ser decente en política no paga?,9395,1664,24,256000,17.71,6.59
2025-06-23,Gustavo Bolívar,Petro a la cárcel?,18022,1531,201,256000,8.5,6.77
2025-06-20,Gustavo Bolívar,20 de junio de 2025,4379,602,40,256000,13.75,2.51
2025-05-30,Gustavo Bolívar,"El Foro Mundial Por la Humanidad, en Grecia.",2483,640,2,256000,25.78,2.51
2025-05-24,Gustavo Bolívar,Último partido de Modric #Leyenda,3523,90,5,256000,2.55,0.37
2025-05-15,Gustavo Bolívar,MI TRISTE DESPEDIDA DE DPS,40540,5813,743,256000,14.34,25.61
2025-05-08,Gustavo Bolívar,Los niños de hoy darán Vida eterna al vallenato.,513,41,0,256000,7.99,0.16
2025-04-28,Gustavo Bolívar,LAS CAUSAS TRIBUTARIAS DE LA GUERRA,1761,351,3,256000,19.93,1.38
2025-04-17,Gustavo Bolívar,17 de abril de 2025,3741,672,5,256000,17.96,2.64
2025-01-28,Gustavo Bolívar,Respuesta al hijo de María Fernanda Cabal. Un ser lleno de odio.,58519,6607,660,256000,11.29,28.39
2025-01-03,Gustavo Bolívar,Lanzamiento de #DefensoresDelCambio primeros 60 grandes logros del gobierno Petro,33500,5139,10,256000,15.34,20.11
2024-12-31,Gustavo Bolívar,"December 31, 2024",1478,217,24,256000,14.68,0.94
2024-12-25,Gustavo Bolívar,"Sobre el alza del 9,54% en el salario mínimo",29449,4234,0,256000,14.38,16.54
2024-11-24,Gustavo Bolívar,1.500 ovejas para 300 familias. Enseñar a pescar,1448,443,0,256000,30.59,1.73
2024-11-14,Gustavo Bolívar,Carta abierta a Miguel Polo Polo,67321,11116,3,256000,16.51,43.43
2024-11-02,Gustavo Bolívar,El golpe blando económico.,15591,3073,2,256000,19.71,12.01
2024-10-20,Gustavo Bolívar,Cómo superar la pobreza.,10892,2244,0,256000,20.6,8.77
2024-09-28,Gustavo Bolívar,"Casacadas &quot;Final del mundo&quot; Mocoa, Putumayo, Colombia, país de la belleza",1101,348,0,256000,31.61,1.36
2024-09-21,Gustavo Bolívar,Atérrense de lo que decomisó la dian y que estamos entregando a l gente más pobre,54715,6446,0,256000,11.78,25.18
2024-07-19,Gustavo Bolívar,| Gustavo Bolívar,1861,204,0,256000,10.96,0.8
2024-05-08,Gustavo Bolívar,En vivo. Petro en Santa Marta,2799,259,0,256000,9.25,1.01
2024-03-31,Gustavo Bolívar,Resurrección,2650,156,12,256000,5.89,0.66
2024-03-21,Gustavo Bolívar,"Petro desde Tolú, Sucre",3372,403,0,256000,11.95,1.57
2024-03-20,Gustavo Bolívar,"Petro en Tierralta, Cordoba. | Gustavo Bolívar",1422,388,0,256000,27.29,1.52
2024-01-26,Gustavo Bolívar,Entre admiración y crítica: Bolívar evalúa a Petro | Gustavo Bolívar,11652,570,141,256000,4.89,2.78
2024-01-24,Gustavo Bolívar,Sin venderme: Rechacé ofertas millonarias por la Alcaldía | Gustavo Bolívar,11166,717,144,256000,6.42,3.36
2025-09-24,Claudia López,#Imparables en Pasto | Día sin carro y sin moto,874,11,0,26700,1.26,0.41
2025-09-22,Claudia López,Entrevista con la agencia española EFE en Bogotá | @efeagenciaefe,1736,6,0,26700,0.35,0.22
2025-09-18,Claudia López,Recorremos Imparables el país enfocados en las soluciones de la gente | Entrevista @WRadioOficial ,734,8,0,26700,1.09,0.3
2025-09-16,Claudia López,Política antidrogas es un FRACASO,281,5,0,26700,1.78,0.19
2025-09-11,Claudia López,¿Qué pasó el 9 y 10 de septiembre de 2020? ,104,3,0,26700,2.88,0.11
2025-09-03,Claudia López,"¿Que si los rolos bailamos? Si, ¡En ​⁠Cali!@Mitropicanatv",970,24,0,26700,2.47,0.9
2025-09-02,Claudia López,"La mejor chuleta valluna, cuando estés en Buga.",1305,18,0,26700,1.38,0.67
2025-08-26,Claudia López,"Lindo día para recorrer el Eje Cafetero, vamos a estar recogiendo firmas. Nos vemos por las calles.",3892,15,0,26700,0.39,0.56
2025-08-20,Claudia López,Estuvimos en Noticentro Uno contando nuestras propuestas para la región del Caribe,548,5,0,26700,0.91,0.19
2025-07-29,Claudia López,Condenado Uribe,1182,33,0,26700,2.79,1.24
2025-07-07,Claudia López,El Eje Cafetero es un ejemplo para toda Colombia.,531,11,6,26700,2.07,0.64
2025-06-27,Claudia López,Hackeando la polarización en Colombia,624,34,13,26700,5.45,1.76
2025-06-20,Claudia López,¿Cómo recoger las firmas para ser Imparables?,609,19,4,26700,3.12,0.86
2025-06-12,Claudia López,Por qué hacer Fracking en Colombia,316,4,0,26700,1.27,0.15
2025-06-10,Claudia López,"Mi solidaridad con Cali, el Cauca y el Valle del Cauca.",110,2,0,26700,1.82,0.07
2025-06-05,Claudia López,Intervención Claudia López - La voz de los presidenciables | 59ª Convención Asobancaria 2025,2569,25,0,26700,0.97,0.94
2025-06-03,Claudia López,Discurso en el lanzamiento del movimiento Imparables 💜 #ConClaudiaImparables,1256,21,0,26700,1.67,0.79
2025-05-15,Claudia López,Votación de la Consulta Popular a la Reforma Laboral,2902,30,0,26700,1.03,1.12
2025-04-23,Claudia López,"La historia de PCP, un orgullo del eje cafetero",74,3,0,26700,4.05,0.11
2025-09-22,Vicky Dávila,¿Decretos por trinos a las 3 AM?,9348,181,54,334000,1.94,0.7
2025-09-22,Vicky Dávila,¿Qué le piden a Vicky?,1216,50,1,334000,4.11,0.15
2025-09-22,Vicky Dávila,¿Rescatamos a Colombia? Si o No,1260,48,7,334000,3.81,0.16
2025-09-22,Vicky Dávila,Ya lo hice y lo voy a seguir haciendo,3412,86,8,334000,2.52,0.28
2025-09-22,Vicky Dávila,Trump ya sabe lo que tiene que hacer,1702,75,9,334000,4.41,0.25
2025-09-22,Vicky Dávila,La oración que siempre llevo en el corazón,1680,82,8,334000,4.88,0.27
2025-09-22,Vicky Dávila,Evidentemente NO están preparados,2781,97,13,334000,3.49,0.33
2025-09-19,Vicky Dávila,Trump sabe lo que tiene que hacer,946,64,38,334000,6.77,0.31
2025-09-17,Vicky Dávila,OJO CON EL FUTURO DE COLOMBIA,771,35,79,334000,4.54,0.34
2025-09-16,Vicky Dávila,De la gente real nacerá la esperanza,1818,63,8,334000,3.47,0.21
2025-09-14,Vicky Dávila,Tenemos que luchar por rescatar a Colombia,917,55,118,334000,6.0,0.52
2025-09-10,Vicky Dávila,Mi historia y el costo de decir la verdad,720,56,39,334000,7.78,0.28
2025-09-09,Vicky Dávila,Colombia: La verdad detrás de mi decisión,3769,311,49,334000,8.25,1.08
2025-09-08,Vicky Dávila,"Mi libro:“Mi historia, y el costo de decir la verdad”.",338,41,0,334000,12.13,0.12
2025-09-08,Vicky Dávila,Infraestructura y vivienda: motores del desarrollo nacional,617,32,24,334000,5.19,0.17
2025-09-07,Vicky Dávila,El orgullo de Cúcuta es su gente,1300,99,14,334000,7.62,0.34
2025-09-07,Vicky Dávila,"Cúcuta habla: necesitamos una frontera fuerte, con comercio, empleo y oportunidades. Impulsemos nego",2046,83,9,334000,4.06,0.28
2025-09-06,Vicky Dávila,¿Mi mayor fortaleza? La gente,2508,290,20,334000,11.56,0.93
2025-09-06,Vicky Dávila,"Unidos, los valientes somos más fuertes",15869,211,5,334000,1.33,0.65
2025-09-06,Vicky Dávila,"¡Trump, haz lo tuyo! Si Maduro se cae con su narcorégimen",2973,303,15,334000,10.19,0.95
2025-09-06,Vicky Dávila,¿Gobernar cómo Bukele o cómo Milei?,2430,148,14,334000,6.09,0.49
2025-09-05,Vicky Dávila,Así me recibe el calor cucuteño,1665,217,25,334000,13.03,0.72
2025-09-05,Vicky Dávila,A las mujeres les digo..,1856,231,19,334000,12.45,0.75
2025-09-04,Vicky Dávila,La dosis de café que Colomba si necesita,3482,363,12,334000,10.43,1.12
2025-09-03,Vicky Dávila,"Yo no hablo paja, vamos hacer lo que toque",7002,506,18,334000,7.23,1.57
2025-09-03,Vicky Dávila,"¿Una mujer presidenta? Sí, por favor",1253,122,8,334000,9.74,0.39
2025-09-03,Vicky Dávila,"Entiendo la desilusión de muchos por el gobierno Petro, solo mintió",1223,79,42,334000,6.46,0.36
2025-09-03,Vicky Dávila,La alegria que une a los valientes,1510,112,6,334000,7.42,0.35
2025-09-02,Vicky Dávila,El país necesitaba desde 2022 un cambio y Petro no cumplió solo mintió,510,22,7,334000,4.31,0.09
2025-09-02,Vicky Dávila,Traicionaron a Nariño,1375,131,6,334000,9.53,0.41
2025-09-02,Vicky Dávila,De contar la noticia a cambiar la historia,2185,240,17,334000,10.98,0.77
2025-09-02,Vicky Dávila,Si cae la dictadura en Venezuela y vuelve la democracia,2930,157,6,334000,5.36,0.49
2025-09-01,Vicky Dávila,"Cuando la mentira avanza, los valientes responden con coraje",3528,26,2,334000,0.74,0.08
2025-09-01,Vicky Dávila,Valientes son quienes creen en un futuro mejor,4045,134,1,334000,3.31,0.4
2025-09-01,Vicky Dávila,Valientes son quienes se levantan todos los días por un mejor país,5570,96,0,334000,1.72,0.29
2025-09-01,Vicky Dávila,Valientes son quienes creen en un futuro mejor,21896,18,16,334000,0.08,0.1
2025-09-01,Vicky Dávila,Valientes son quienes se levantan todos los días por un mejor país,53561,9,3,334000,0.02,0.04
2025-09-01,Vicky Dávila,"Cuando la mentira avanza, los valientes responden con coraje",180977,16,3,334000,0.01,0.06
2025-09-01,Vicky Dávila,Valientes son quienes apuestan por un futuro mejor,32702,9,0,334000,0.03,0.03
2025-09-01,Vicky Dávila,Urgente: le pido al Congreso que hunda la reforma tributaria de Petro.,3350,309,19,334000,9.22,0.98
2025-09-01,Vicky Dávila,Encarcelamos corruptos. Recuperamos 80 billones,904,91,6,334000,10.07,0.29
2025-09-01,Vicky Dávila,Mi propuesta en materia de política exterior,351,27,8,334000,7.69,0.1
2025-08-31,Vicky Dávila,PACIENTES: ¿HAN HECHO FILAS X 7 HORAS?,1459,228,20,334000,15.63,0.74
2025-08-31,Vicky Dávila,¿Por qué estan firmando por vicky en Manizales?,1601,119,14,334000,7.43,0.4
2025-08-31,Vicky Dávila,"¿Qué es más grave, corrupción o narcotráfico?",2066,146,6,334000,7.07,0.46
2025-08-30,Vicky Dávila,Fumigar: Criminales y Drogas,2357,183,6,334000,7.76,0.57
2025-08-30,Vicky Dávila,"El 7 de agosto del 2026, se acaba la paz total a las 4 de las tarde.",4362,261,33,334000,5.98,0.88
2025-08-30,Vicky Dávila,"El 7 de agosto del 2026, se acaba la paz total a las 4 de las tarde.",1154,138,4,334000,11.96,0.43
2025-08-29,Vicky Dávila,¿Quién no le daría un abrazo a Uribe?,10007,547,42,334000,5.47,1.76
2025-08-29,Vicky Dávila,Nicolás Petro debería estar en la carcél,974,58,30,334000,5.95,0.26
2025-08-29,Vicky Dávila,La Cruzada Valientes,613,56,4,334000,9.14,0.18
2025-08-29,Vicky Dávila,¿Volver a cocinar con leña? No lo voy a permitir,2169,287,15,334000,13.23,0.9
2025-08-28,Vicky Dávila,¿Quién va a manejar la chequera?,1592,180,16,334000,11.31,0.59
2025-08-28,Vicky Dávila,"Colombia necesita un gobierno valiente, con manos limpias y al lado de la gente",559,52,23,334000,9.3,0.22
2025-08-27,Vicky Dávila,¡Que berraquera la industria de Santander!,2173,247,10,334000,11.37,0.77
2025-08-27,Vicky Dávila,Les presento un tesoro del campo colombiano,5940,330,41,334000,5.56,1.11
2025-08-27,Vicky Dávila,Cuidado con el pacto Petro-Maduro,2696,148,6,334000,5.49,0.46
2025-08-27,Vicky Dávila,Para cuidar el empleo hay que decir NO a los bloqueos,1370,151,8,334000,11.02,0.48
2025-08-27,Vicky Dávila,Apuesto por el empleo y la empresa ¿Y tú?,2258,271,18,334000,12.0,0.87
2025-08-26,Vicky Dávila,Otros mienten para ganar. Yo no,3150,355,27,334000,11.27,1.14
2025-08-26,Vicky Dávila,"Colombia ya le dio la presidencia al M19, no se la podemos dar a las Farc",985,65,14,334000,6.6,0.24
2025-08-26,Vicky Dávila,A Petro le fascinan los bandidos,3282,403,23,334000,12.28,1.28
2025-08-26,Vicky Dávila,¿Está mamado de que se roben la plata? Yo también,1974,164,10,334000,8.31,0.52
2025-08-25,Vicky Dávila,Colombia: se nota que hace falta una mujer,2928,310,26,334000,10.59,1.01
2025-08-25,Vicky Dávila,6M de colombianos se acuestan con hambre,2180,214,25,334000,9.82,0.72
2025-08-24,Vicky Dávila,¿El país se está volviendo una prisión?,3344,275,22,334000,8.22,0.89
2025-08-24,Vicky Dávila,"Desigualdad: con carreta NO, con acciones SI",2202,322,26,334000,14.62,1.04
2025-08-24,Vicky Dávila,Estos son mis vicios,3865,332,26,334000,8.59,1.07
2025-08-23,Vicky Dávila,"Tu no viajas, pero sí pagas el viaje de otro",4376,374,11,334000,8.55,1.15
2025-08-23,Vicky Dávila,"Ellos viven del Estado, yo vivo para Colombia",2893,278,18,334000,9.61,0.89
2025-08-23,Vicky Dávila,"Salchichón: Menos impuesto, más limon",2327,236,13,334000,10.14,0.75
2025-08-22,Vicky Dávila,Hoy le dejé claro a María José Pizarro que el sombrero de su papá no nos representa,6568,581,30,334000,8.85,1.83
2025-08-22,Vicky Dávila,26 billones para campaña,3548,208,27,334000,5.86,0.7
2025-08-22,Vicky Dávila,Ellos levantan la mano ¿y tú?,2289,205,6,334000,8.96,0.63
2025-08-22,Vicky Dávila,¿Están listos para hacer historia?,2504,175,6,334000,6.99,0.54
2025-08-22,Vicky Dávila,Ni un voto por el Pacto Histórico,5546,545,76,334000,9.83,1.86
2025-08-22,Vicky Dávila,¿Sostienes tú sola tu hogar?,1683,146,6,334000,8.67,0.46
2025-08-21,Vicky Dávila,El terrorismo y el narcotráfico no se pueden enfrentar con beneficios y complicidades.,16957,974,69,334000,5.74,3.12
2025-08-21,Vicky Dávila,No podemos seguir gobernados por hampones,549,29,20,334000,5.28,0.15
2025-08-21,Vicky Dávila,No olvidemos la reforma tributaria de 2016,1852,210,8,334000,11.34,0.65
2025-08-21,Vicky Dávila,¿Entregarle nuestra soberanía a Maduro?,3233,242,11,334000,7.49,0.76
2025-08-21,Vicky Dávila,Pacto oscuro del gobierno,1771,124,9,334000,7.0,0.4
2025-08-21,Vicky Dávila,¿Qué se merecen los héroes de Colombia?,2510,236,4,334000,9.4,0.72
2025-08-20,Vicky Dávila,"¿Fecode? Trabajo en equipo, SÍ. Adoctrinamiento, NO",1953,230,10,334000,11.78,0.72
2025-08-20,Vicky Dávila,Petro y su receta quemada,3310,285,11,334000,8.61,0.89
2025-08-20,Vicky Dávila,¿Saben qué me fascina?,1889,220,7,334000,11.65,0.68
2025-08-20,Vicky Dávila,¿Propiedad privada en riesgo?,3407,251,5,334000,7.37,0.77
2025-08-20,Vicky Dávila,Mi checklist para rescatar Colombia,1401,148,5,334000,10.56,0.46
2025-08-20,Vicky Dávila,Petro y su receta quemada,1068,67,5,334000,6.27,0.22
2025-08-20,Vicky Dávila,Es urgente recuperar la seguridad de Colombia,517,16,22,334000,3.09,0.11
2025-08-20,Vicky Dávila,Hay que vigilar peso a peso la salud,1211,102,4,334000,8.42,0.32
2025-08-19,Vicky Dávila,Mi obsesión: Restacar a Colombia,515,36,16,334000,6.99,0.16
2025-08-19,Vicky Dávila,Rescatar el país antes de que se hunda,397,30,19,334000,7.56,0.15
2025-08-19,Vicky Dávila,Rescatar el país antes de que se hunda,2633,159,11,334000,6.04,0.51
2025-08-19,Vicky Dávila,¿Mujeres? propongo una explosión de oportunidades,923,111,17,334000,12.03,0.38
2025-08-19,Vicky Dávila,¡No nos vamos a doblegar!,2015,84,4,334000,4.17,0.26
2025-08-18,Vicky Dávila,Luchó con valentía pero el sistema le fallo,1830,180,18,334000,9.84,0.59
2025-08-17,Vicky Dávila,70% de Colombia bajo amenaza,4821,308,20,334000,6.39,0.98
2025-08-17,Vicky Dávila,"Petro tiene mucha experiencia, cero resultados #vickydávila",23717,904,50,334000,3.81,2.86
2025-08-17,Vicky Dávila,Este dato del 20% te va a indignar,1468,130,7,334000,8.86,0.41
2025-08-16,Vicky Dávila,El libreto de Chávez que ya conocemos.,7898,596,26,334000,7.55,1.86
2025-08-16,Vicky Dávila,El país está al revés,1116,132,14,334000,11.83,0.44
2025-08-16,Vicky Dávila,Más técnicos menos politiqueros,1505,122,7,334000,8.11,0.39
2025-08-16,Vicky Dávila,Esto es por Cartagena y por Colombia,2183,159,18,334000,7.28,0.53
2025-08-16,Vicky Dávila,Si pensamos distinto ¿Somos un blanco?,1140,83,2,334000,7.28,0.25
2025-08-15,Vicky Dávila,¿Cúal es tu anhelo? Esto me respondieron,1027,92,3,334000,8.96,0.28
2025-08-15,Vicky Dávila,Así me entregaron los sueños de Colombia,1591,75,5,334000,4.71,0.24
2025-08-15,Vicky Dávila,Don Miguel es un verdadero valiente,2097,75,3,334000,3.58,0.23
2025-08-15,Vicky Dávila,Conteo Regresivo para salvar a Colombia,1611,114,6,334000,7.08,0.36
2025-08-15,Vicky Dávila,¿Qué amenaza el futuro de Colombia?,1556,103,9,334000,6.62,0.34
2025-08-15,Vicky Dávila,"La plata de la salud no falta, se la están robando.",989,64,8,334000,6.47,0.22
2025-08-15,Vicky Dávila,Lo que nos estamos perdiendo,1738,139,4,334000,8.0,0.43
